,FundCode,类型,近1月收益,近1年收益,近3年收益,风险等级,基金规模
1661,004775,混合型,-0.11%,3.57%,--,中高风险,0.82亿元
1662,003624,股票型,2.55%,-0.02%,--,高风险,0.75亿元
1663,003859,债券型,0.64%,6.28%,--,无,3.81亿元
1664,004318,债券型,0.57%,4.43%,--,中风险,0.51亿元
1665,003357,债券型,0.46%,6.16%,--,中低风险,1.59亿元
1666,003031,混合型,1.32%,9.53%,16.29%,中高风险,6.63亿元
1667,002630,混合型,0.31%,11.99%,--,中高风险,0.01亿元
1668,004150,混合型,0.87%,4.32%,--,中高风险,0.01亿元
1669,003711,货币型,0.21%,2.68%,--,低风险,2.12亿元
1670,004403,股票型,-2.76%,0.53%,--,高风险,0.10亿元
1671,004825,债券型,0.51%,4.74%,--,中低风险,6.08亿元
1672,003860,债券型,0.63%,6.09%,--,无,1.95亿元
1673,003625,股票型,2.50%,-0.49%,--,高风险,0.60亿元
1674,004319,债券型,0.58%,3.96%,--,中风险,0.00亿元
1675,003733,债券型,0.47%,5.70%,--,中低风险,9.81亿元
1676,003146,债券型,0.24%,4.22%,10.94%,中低风险,20.34亿元
1677,002631,混合型,0.24%,11.20%,--,中高风险,0.57亿元
1678,004404,股票型,-2.83%,-0.29%,--,高风险,0.01亿元
1679,002772,混合型,4.09%,2.96%,--,中高风险,0.59亿元
1680,004220,债券型,0.59%,4.60%,--,中低风险,4.51亿元
1681,004446,混合型,0.78%,6.90%,--,中高风险,0.20亿元
1682,003871,货币型,0.23%,3.09%,--,低风险,264.52亿元
1683,960042,债券型,-0.28%,--,--,无,0.00亿元
1684,004212,混合型,0.24%,14.02%,--,中高风险,0.34亿元
1685,003961,混合型,6.15%,40.06%,--,无,1.45亿元
1686,003195,债券型,0.28%,4.02%,--,无,9.93亿元
1687,001947,混合型,0.29%,6.58%,10.91%,中高风险,0.35亿元
1688,004447,混合型,0.72%,6.26%,--,中高风险,0.36亿元
1689,003056,债券型,0.29%,4.90%,--,无,8.22亿元
1690,519786,债券型,0.37%,4.20%,--,无,35.22亿元
1691,004221,混合型,-1.01%,-2.00%,--,无,0.03亿元
1692,003196,债券型,0.25%,3.65%,--,无,0.00亿元
1693,004482,股票型,-5.12%,-2.81%,--,高风险,0.20亿元
1694,002711,债券型,1.04%,4.83%,--,无,1.16亿元
1695,004209,混合型,3.46%,13.71%,--,中高风险,0.17亿元
1696,003962,混合型,6.13%,41.84%,--,无,0.07亿元
1697,002845,混合型,0.29%,6.10%,9.01%,中高风险,0.06亿元
1698,163008,债券型,1.47%,6.29%,--,中风险,1.87亿元
1699,519787,债券型,0.43%,3.88%,--,无,0.00亿元
1700,004648,混合型,0.26%,6.95%,--,中高风险,1.13亿元
1701,003104,混合型,0.00%,12.47%,--,中高风险,0.52亿元
1702,002712,债券型,0.95%,4.24%,--,无,0.00亿元
1703,004483,股票型,-5.13%,0.18%,--,高风险,0.06亿元
1704,004027,债券型,0.74%,6.05%,--,无,30.78亿元
1705,003583,债券型,0.53%,5.65%,--,无,50.15亿元
1706,004453,混合型,-0.25%,18.89%,--,中高风险,1.62亿元
1707,002006,混合型,-0.41%,9.35%,--,中高风险,1.77亿元
1708,519931,股票指数,-6.51%,-6.26%,--,高风险,0.22亿元
1709,004649,混合型,2.55%,2.19%,--,中高风险,0.21亿元
1710,003062,混合型,0.43%,5.19%,11.28%,中高风险,3.49亿元
1711,004510,混合型,0.75%,9.15%,--,中高风险,0.02亿元
1712,003585,货币型,0.17%,2.39%,--,低风险,7.57亿元
1713,160421,混合型,3.15%,35.38%,--,中高风险,3.05亿元
1714,003319,混合型,-0.19%,1.10%,--,中高风险,0.13亿元
1715,004028,债券型,0.71%,5.62%,--,无,0.00亿元
1716,004454,混合型,-0.25%,18.96%,--,中高风险,0.54亿元
1717,003063,混合型,0.41%,4.88%,9.17%,中高风险,0.15亿元
1718,003584,债券型,0.50%,5.12%,--,无,0.22亿元
1719,002684,债券型,0.89%,5.18%,--,无,6.14亿元
1720,002179,混合型,1.28%,7.95%,--,中高风险,0.48亿元
1721,003320,混合型,-0.20%,0.95%,--,中高风险,0.04亿元
1722,004896,货币型,0.22%,2.84%,--,低风险,120.21亿元
1723,003678,货币型,0.23%,2.80%,--,低风险,3.30亿元
1724,519330,债券型,0.58%,5.35%,--,无,41.52亿元
1725,002624,混合型,3.25%,20.73%,55.74%,中高风险,10.11亿元
1726,004124,债券型,0.42%,5.47%,--,中低风险,23.68亿元
1727,002694,混合型,-3.12%,10.94%,--,中高风险,0.60亿元
1728,003401,债券型,1.00%,13.86%,--,中高风险,1.31亿元
1729,003487,债券型,0.51%,4.84%,--,无,15.25亿元
1730,003173,债券型,0.82%,4.70%,--,无,0.00亿元
1731,003741,债券型,0.81%,36.41%,--,中低风险,0.07亿元
1732,004716,股票型,0.91%,14.22%,--,高风险,0.81亿元
1733,003099,债券型,0.74%,5.69%,8.76%,中低风险,15.31亿元
1734,003865,股票型,0.67%,9.92%,--,高风险,0.06亿元
1735,519331,债券型,0.57%,4.99%,--,无,0.00亿元
1736,004368,货币型,0.27%,2.99%,--,低风险,3.35亿元
1737,003268,债券型,0.33%,3.53%,--,中低风险,15.20亿元
1738,003476,混合型,0.27%,6.64%,--,中高风险,3.25亿元
1739,003841,债券型,0.24%,4.17%,--,无,5.01亿元
1740,501028,混合型,2.80%,10.62%,--,中高风险,6.83亿元
1741,003100,债券型,0.73%,5.73%,10.12%,中低风险,0.07亿元
1742,004938,货币型,0.22%,2.99%,--,无,0.09亿元
1743,519199,债券型,0.38%,3.29%,--,中低风险,0.27亿元
1744,004216,货币型,0.21%,2.71%,--,低风险,0.23亿元
1745,003277,债券型,0.37%,4.32%,--,中低风险,20.93亿元
1746,000829,货币型,0.20%,2.60%,--,无,0.54亿元
1747,673100,股票指数,-0.65%,15.45%,--,高风险,0.16亿元
1748,003848,混合型,0.96%,6.36%,--,中高风险,4.40亿元
1749,004534,混合型,1.64%,6.75%,--,中高风险,0.43亿元
1750,004939,货币型,0.20%,2.74%,--,低风险,0.66亿元
1751,003102,债券型,0.72%,5.85%,8.99%,中低风险,15.29亿元
1752,001756,混合型,0.00%,5.74%,--,无,4.56亿元
1753,002983,混合型,4.76%,12.51%,--,中高风险,3.68亿元
1754,002140,债券型,0.49%,5.04%,--,中低风险,10.07亿元
1755,004535,混合型,1.61%,6.38%,--,中高风险,0.16亿元
1756,000830,货币型,0.22%,2.86%,--,无,131.53亿元
1757,004796,货币型,0.20%,2.72%,--,无,35.77亿元
1758,003278,债券型,0.36%,4.54%,--,中低风险,0.00亿元
1759,001725,股票型,1.45%,10.80%,--,高风险,29.59亿元
1760,003103,债券型,0.71%,5.71%,8.72%,中低风险,0.00亿元
1761,004676,混合型,2.04%,-1.01%,--,中高风险,0.01亿元
1762,003849,混合型,0.94%,7.54%,--,中高风险,0.00亿元
1763,004476,股票型,6.21%,17.24%,--,高风险,1.78亿元
1764,003109,债券型,1.22%,6.57%,--,中风险,8.13亿元
1765,001874,混合型,-3.62%,24.46%,--,中高风险,3.17亿元
1766,003382,债券型,0.35%,6.46%,--,中低风险,64.89亿元
1767,001581,混合型,2.61%,10.76%,--,中高风险,4.08亿元
1768,003287,债券型,0.66%,5.57%,--,中低风险,15.74亿元
1769,003593,混合型,0.23%,28.47%,--,中高风险,9.84亿元
1770,003966,混合型,1.09%,12.22%,--,中高风险,0.21亿元
1771,004616,股票型,8.07%,25.59%,--,高风险,7.72亿元
1772,001745,混合型,1.01%,12.98%,--,无,2.80亿元
1773,002459,债券型,1.30%,11.29%,--,中风险,0.50亿元
1774,003110,债券型,1.19%,6.27%,--,中风险,1.64亿元
1775,003121,债券型,0.67%,5.94%,9.62%,中低风险,15.71亿元
1776,003383,债券型,0.31%,6.10%,--,中低风险,77.48亿元
1777,003770,债券型,0.72%,5.99%,--,无,50.10亿元
1778,001603,混合型,3.40%,18.73%,--,中高风险,0.84亿元
1779,004666,混合型,2.95%,-1.48%,--,中高风险,5.10亿元
1780,003967,混合型,1.07%,12.09%,--,中高风险,4.87亿元
1781,003288,债券型,0.65%,5.49%,--,中低风险,0.00亿元
1782,002460,债券型,1.30%,11.21%,--,中风险,0.65亿元
1783,001746,混合型,0.92%,12.64%,--,无,0.00亿元
1784,003715,混合型,1.27%,19.30%,--,中高风险,2.63亿元
1785,003130,债券型,0.66%,5.89%,10.30%,中低风险,0.00亿元
1786,004870,股票指数,4.52%,9.32%,--,高风险,0.31亿元
1787,004355,混合型,2.86%,19.75%,--,无,6.17亿元
1788,003898,债券型,0.47%,5.05%,--,无,79.21亿元
1789,004320,混合型,-0.75%,1.65%,--,中高风险,1.84亿元
1790,003396,混合型,-1.26%,8.76%,--,中高风险,26.17亿元
1791,675051,债券型,1.11%,0.69%,--,中风险,0.06亿元
1792,003037,债券型,0.45%,5.30%,--,无,5.78亿元
1793,002996,债券型,0.33%,5.44%,--,中低风险,3.60亿元
1794,004085,债券指数,0.97%,6.60%,--,中低风险,0.59亿元
1795,004874,股票指数,0.00%,19.94%,--,高风险,0.01亿元
1796,003144,混合型,1.00%,10.30%,18.00%,无,2.53亿元
1797,004394,混合型,4.69%,18.20%,--,中高风险,3.15亿元
1798,004372,货币型,0.20%,2.84%,--,低风险,1.38亿元
1799,003164,货币型,0.22%,3.09%,11.24%,无,627.43亿元
1800,004046,混合型,-0.06%,1.60%,--,无,0.00亿元
1801,003038,债券型,0.41%,4.90%,--,无,0.00亿元
1802,675053,债券型,0.11%,-0.86%,--,中风险,0.45亿元
1803,004086,债券指数,0.96%,6.65%,--,中低风险,0.06亿元
1804,002594,混合型,-2.20%,10.10%,--,中高风险,2.27亿元
1805,003284,混合型,3.90%,13.80%,--,中高风险,0.44亿元
1806,004875,股票指数,1.12%,11.19%,--,高风险,0.04亿元
1807,161835,混合型,0.18%,6.55%,--,中高风险,0.18亿元
1808,169105,混合型,0.85%,14.08%,71.01%,中高风险,79.79亿元
1809,003440,债券型,0.38%,4.71%,--,无,101.49亿元
1810,003568,债券型,0.94%,7.54%,--,无,5.81亿元
1811,001614,混合型,-5.12%,12.81%,--,中高风险,0.24亿元
1812,004263,混合型,3.38%,18.65%,--,中高风险,5.11亿元
1813,003208,混合型,-1.56%,-17.14%,--,中高风险,0.11亿元
1814,003293,混合型,3.38%,22.58%,--,中高风险,8.44亿元
1815,004047,混合型,-0.07%,1.50%,--,无,5.32亿元
1816,004876,股票指数,0.52%,14.69%,--,高风险,0.06亿元
1817,003586,混合型,1.08%,-3.61%,--,中高风险,0.00亿元
1818,001809,混合型,7.92%,8.54%,2.97%,中高风险,0.24亿元
1819,002578,债券型,0.39%,3.91%,--,中低风险,47.97亿元
1820,003717,混合型,0.91%,9.99%,--,中高风险,1.97亿元
1821,003866,债券型,0.48%,5.07%,--,中低风险,5.12亿元
1822,004061,债券型,0.50%,4.97%,--,无,12.39亿元
1823,003286,债券型,0.36%,4.70%,--,无,3.38亿元
1824,004512,混合型,0.45%,10.51%,--,中高风险,0.06亿元
1825,003640,债券型,0.45%,3.72%,--,中低风险,13.35亿元
1826,003587,混合型,0.92%,-5.81%,--,中高风险,0.73亿元
1827,004536,混合型,0.00%,10.16%,--,中高风险,1.05亿元
1828,003780,混合型,0.85%,13.58%,--,中高风险,3.94亿元
1829,004127,债券型,0.97%,7.61%,--,中低风险,15.84亿元
1830,004062,债券型,0.42%,4.51%,--,无,0.00亿元
1831,004513,混合型,0.57%,3.75%,--,中高风险,0.09亿元
1832,003601,混合型,2.67%,6.89%,--,中高风险,6.07亿元
1833,002264,混合型,9.17%,19.08%,29.41%,中高风险,1.85亿元
1834,002943,混合型,3.29%,18.58%,--,中高风险,1.12亿元
1835,002728,混合型,1.06%,7.95%,--,中高风险,1.68亿元
1836,004698,股票型,7.10%,15.29%,--,高风险,0.84亿元
1837,003500,债券型,0.34%,4.58%,--,无,21.59亿元
1838,003811,债券型,0.34%,3.98%,--,中低风险,6.70亿元
1839,004353,混合型,0.01%,4.56%,--,中高风险,1.13亿元
1840,004108,债券型,0.43%,2.83%,--,中低风险,2.52亿元
1841,004635,混合型,0.77%,3.39%,--,中高风险,0.01亿元
1842,003812,债券型,0.30%,3.61%,--,中低风险,0.01亿元
1843,004121,货币型,0.19%,2.63%,--,低风险,10.41亿元
1844,002495,混合型,1.75%,8.96%,--,中高风险,0.01亿元
1845,003527,债券型,0.24%,3.09%,--,中低风险,20.55亿元
1846,003602,混合型,2.77%,6.89%,--,中高风险,0.00亿元
1847,002959,混合型,1.76%,7.45%,15.40%,中高风险,11.59亿元
1848,002729,混合型,1.09%,7.70%,--,中高风险,1.60亿元
1849,003957,股票指数,-0.33%,15.90%,--,高风险,0.01亿元
1850,003993,混合型,-1.58%,12.90%,--,中高风险,1.64亿元
1851,004109,债券型,0.42%,2.85%,--,中低风险,8.07亿元
1852,004636,混合型,7.89%,8.12%,--,中高风险,0.01亿元
1853,168401,混合型,5.13%,26.52%,--,中高风险,0.45亿元
1854,002496,混合型,1.76%,8.08%,--,中高风险,0.51亿元
1855,003641,混合型,0.83%,3.38%,--,中高风险,0.00亿元
1856,002064,混合型,6.06%,10.50%,--,中高风险,0.41亿元
1857,003958,股票指数,-0.36%,15.66%,--,高风险,0.37亿元
1858,002960,货币型,0.17%,2.29%,10.43%,低风险,0.57亿元
1859,003547,债券型,1.16%,8.07%,--,中低风险,10.48亿元
1860,002938,混合型,4.59%,8.90%,--,中高风险,0.95亿元
1861,001710,混合型,0.84%,8.20%,--,中高风险,5.73亿元
1862,004307,债券型,0.71%,4.85%,--,中低风险,45.57亿元
1863,001720,混合型,-0.18%,8.40%,--,中高风险,0.56亿元
1864,003516,混合型,10.09%,39.10%,--,中高风险,11.68亿元
1865,004098,股票型,-5.54%,-7.23%,--,高风险,1.14亿元
1866,003642,混合型,0.82%,2.81%,--,中高风险,1.79亿元
1867,003023,债券型,0.60%,5.07%,5.20%,中低风险,20.18亿元
1868,004496,混合型,4.76%,59.24%,--,中高风险,1.13亿元
1869,003984,股票型,6.01%,42.41%,--,高风险,3.57亿元
1870,004099,混合型,-4.16%,5.53%,--,中高风险,0.48亿元
1871,501050,股票指数,-2.91%,11.12%,--,高风险,13.44亿元
1872,519226,债券型,0.39%,4.12%,--,中低风险,33.39亿元
1873,519623,混合型,0.34%,3.74%,--,中高风险,0.40亿元
1874,004497,混合型,4.75%,59.28%,--,中高风险,2.30亿元
1875,002980,股票型,6.44%,24.39%,--,高风险,2.74亿元
1876,001721,混合型,0.28%,4.04%,--,中高风险,2.18亿元
1877,001711,混合型,0.84%,8.00%,--,中高风险,0.12亿元
1878,003064,混合型,1.26%,8.91%,12.29%,无,3.07亿元
1879,004354,股票指数,2.35%,0.60%,--,高风险,0.07亿元
1880,003985,股票型,5.98%,42.48%,--,高风险,0.52亿元
1881,004777,混合型,6.35%,-2.08%,--,中高风险,0.82亿元
1882,003221,债券型,0.29%,4.55%,--,中风险,0.18亿元
1883,001722,混合型,0.53%,4.47%,--,中高风险,1.15亿元
1884,519624,混合型,0.33%,3.60%,--,中高风险,1.63亿元
1885,002118,混合型,-0.63%,14.54%,--,无,2.15亿元
1886,004333,债券型,0.15%,3.27%,--,中低风险,24.64亿元
1887,002434,混合型,1.20%,12.51%,26.95%,中高风险,4.94亿元
1888,003053,股票型,5.03%,16.08%,--,高风险,2.22亿元
1889,002000,混合型,0.37%,4.59%,--,中高风险,2.12亿元
1890,004569,混合型,4.23%,16.09%,--,无,0.00亿元
1891,004066,债券型,0.26%,4.65%,--,无,25.33亿元
1892,001633,混合型,0.66%,8.94%,--,无,4.14亿元
1893,004488,股票型,-1.28%,18.01%,--,无,0.47亿元
1894,003222,债券型,0.27%,4.17%,--,中风险,0.22亿元
1895,002119,混合型,-0.54%,14.18%,--,无,0.01亿元
1896,003922,债券型,0.29%,2.79%,--,中低风险,6.05亿元
1897,003054,股票型,5.10%,15.60%,--,高风险,0.33亿元
1898,003997,货币型,0.18%,2.63%,--,低风险,0.86亿元
1899,002435,混合型,1.29%,12.71%,26.82%,中高风险,0.00亿元
1900,004249,混合型,1.21%,11.48%,--,中高风险,0.83亿元
1901,002455,混合型,1.18%,10.78%,--,无,7.46亿元
1902,003152,混合型,7.49%,0.74%,--,中高风险,0.61亿元
1903,004550,债券型,2.56%,-5.14%,--,中风险,0.48亿元
1904,001634,混合型,0.64%,8.71%,--,无,0.30亿元
1905,003923,债券型,0.29%,2.10%,--,中低风险,0.01亿元
1906,003349,债券型,0.43%,8.15%,--,中低风险,82.56亿元
1907,004480,混合型,2.99%,2.30%,--,中高风险,0.02亿元
1908,000762,混合型,1.79%,8.57%,--,中低风险,9.64亿元
1909,003145,股票型,4.47%,2.76%,--,高风险,0.89亿元
1910,150988,货币型,0.22%,2.75%,--,低风险,0.53亿元
1911,003153,混合型,7.41%,-0.06%,--,中高风险,0.20亿元
1912,003603,混合型,0.49%,5.17%,--,中高风险,1.29亿元
1913,004169,货币型,0.20%,2.53%,--,无,0.00亿元
1914,003314,债券型,0.36%,4.34%,--,中低风险,21.36亿元
1915,002851,混合型,0.93%,13.42%,52.06%,中高风险,42.28亿元
1916,004495,混合型,0.80%,10.04%,--,中高风险,0.44亿元
1917,004265,混合型,1.68%,9.24%,--,中高风险,1.97亿元
1918,001880,混合型,3.69%,14.35%,--,中高风险,0.40亿元
1919,004056,货币型,0.20%,2.75%,--,无,68.24亿元
1920,003298,股票型,1.10%,30.62%,--,高风险,0.75亿元
1921,003154,混合型,1.00%,5.98%,--,中高风险,3.28亿元
1922,003363,货币型,0.19%,2.53%,--,低风险,0.03亿元
1923,004352,股票型,3.25%,10.88%,--,高风险,0.35亿元
1924,003604,混合型,0.46%,4.95%,--,中高风险,0.00亿元
1925,003397,混合型,2.61%,9.90%,--,中高风险,0.16亿元
1926,004397,混合型,0.45%,-18.82%,--,中高风险,2.44亿元
1927,160520,混合型,0.09%,7.40%,4.97%,无,2.19亿元
1928,004102,债券型,0.28%,4.86%,--,中低风险,5.15亿元
1929,003697,混合型,0.86%,7.32%,--,中高风险,1.05亿元
1930,003299,股票型,1.10%,30.46%,--,高风险,0.18亿元
1931,003799,混合型,0.89%,-9.06%,--,无,3.00亿元
1932,003427,债券型,0.58%,4.44%,--,无,169.93亿元
1933,002161,混合型,-1.81%,-1.22%,--,中高风险,0.69亿元
1934,001596,混合型,0.56%,3.99%,--,中高风险,0.00亿元
1935,003365,货币型,0.17%,2.27%,--,无,67.44亿元
1936,003207,债券型,0.46%,5.81%,--,中低风险,3.13亿元
1937,160521,混合型,0.01%,6.54%,2.46%,无,0.77亿元
1938,004103,债券型,0.28%,4.78%,--,中低风险,0.00亿元
1939,003800,混合型,0.89%,-9.08%,--,无,0.13亿元
1940,003492,股票型,7.65%,8.63%,--,高风险,0.25亿元
1941,003912,混合型,0.06%,8.02%,--,无,2.09亿元
1942,003300,混合型,-0.12%,1.22%,--,无,5.81亿元
1943,004466,混合型,0.67%,3.93%,--,中高风险,0.53亿元
1944,002177,混合型,0.59%,3.68%,--,中高风险,2.02亿元
1945,003371,债券型,0.30%,4.64%,--,中低风险,5.02亿元
1946,004190,股票指数,-0.85%,17.50%,--,高风险,0.94亿元
1947,003260,债券型,0.61%,4.79%,--,中低风险,41.53亿元
1948,003703,债券型,0.60%,5.69%,--,中低风险,79.25亿元
1949,003581,混合型,9.72%,3.57%,--,中高风险,0.50亿元
1950,161834,混合型,-0.62%,-2.09%,-20.30%,中高风险,13.10亿元
1951,004601,债券型,0.87%,6.46%,--,中低风险,4.15亿元
1952,003372,债券型,0.28%,4.43%,--,中低风险,0.00亿元
1953,673071,混合型,1.17%,11.15%,--,中高风险,0.29亿元
1954,001648,混合型,-1.54%,0.56%,--,中高风险,0.48亿元
1955,003913,混合型,0.04%,7.63%,--,无,0.00亿元
1956,004191,股票指数,-0.88%,17.04%,--,高风险,1.27亿元
1957,003805,混合型,0.50%,6.35%,--,无,2.30亿元
1958,673073,混合型,1.14%,10.93%,--,中高风险,3.33亿元
1959,002994,债券型,0.28%,3.84%,11.23%,无,1.10亿元
1960,004783,混合型,0.23%,13.73%,--,中高风险,0.01亿元
1961,519221,混合型,0.37%,10.86%,--,中高风险,0.08亿元
1962,004219,混合型,-0.06%,1.58%,--,中高风险,0.06亿元
1963,003591,混合型,-0.28%,8.72%,--,中高风险,2.33亿元
1964,004251,货币型,0.22%,2.99%,--,无,0.30亿元
1965,003452,债券型,0.62%,4.82%,--,无,103.98亿元
1966,004042,债券型,0.65%,6.66%,--,中低风险,12.21亿元
1967,004250,混合型,0.43%,12.47%,--,中高风险,0.52亿元
1968,003592,混合型,-0.26%,8.71%,--,中高风险,0.00亿元
1969,675081,债券型,1.98%,12.72%,--,中风险,0.03亿元
1970,003806,混合型,0.50%,6.38%,--,无,0.00亿元
1971,002995,债券型,0.26%,3.62%,9.28%,无,0.00亿元
1972,519222,混合型,0.34%,10.67%,--,中高风险,3.28亿元
1973,004258,混合型,1.19%,10.43%,--,无,2.89亿元
1974,004785,混合型,-1.42%,16.08%,--,中高风险,0.07亿元
1975,004043,债券型,0.64%,6.55%,--,中低风险,19.25亿元
1976,003453,债券型,0.61%,4.66%,--,无,0.00亿元
1977,161037,股票指数,2.98%,20.11%,--,高风险,0.41亿元
1978,003659,混合型,5.81%,-3.14%,--,中高风险,0.52亿元
1979,003876,股票指数,0.90%,19.40%,--,高风险,2.44亿元
1980,004841,货币型,0.22%,3.02%,--,无,114.04亿元
1981,166402,股票指数,-5.47%,-2.36%,--,高风险,0.46亿元
1982,004122,债券型,0.63%,5.73%,--,无,30.72亿元
1983,519616,混合型,0.76%,9.86%,--,中高风险,8.29亿元
1984,675083,债券型,1.94%,11.84%,--,中风险,0.53亿元
1985,003028,混合型,1.08%,11.18%,22.31%,中高风险,0.00亿元
1986,004259,混合型,1.18%,10.30%,--,无,0.07亿元
1987,003983,债券型,0.69%,5.59%,--,中低风险,15.77亿元
1988,001817,混合型,0.92%,10.79%,--,无,3.19亿元
1989,003803,混合型,0.88%,20.09%,--,无,0.03亿元
1990,003125,混合型,2.60%,3.90%,--,中高风险,0.92亿元
1991,501016,股票指数,-4.18%,32.89%,--,高风险,11.15亿元
1992,004189,股票型,2.11%,-2.61%,--,高风险,0.52亿元
1993,002133,混合型,2.96%,14.89%,--,中高风险,8.99亿元
1994,519617,混合型,0.71%,9.31%,--,中高风险,0.03亿元
1995,003029,混合型,1.07%,11.06%,21.34%,中高风险,3.40亿元
1996,001818,混合型,0.92%,10.61%,--,无,0.00亿元
1997,004279,混合型,1.83%,5.94%,--,无,2.65亿元
1998,519625,混合型,0.99%,15.30%,--,中高风险,0.01亿元
1999,003351,混合型,-0.06%,3.94%,--,无,1.76亿元
2000,003804,混合型,0.87%,19.96%,--,无,2.20亿元
2001,002563,混合型,2.04%,24.76%,--,中高风险,1.99亿元
2002,519618,混合型,0.00%,0.00%,--,无,0.00亿元
